Package,Function,Parameter,Parameter Doc,Sink,Unusual,PR,Comments,Determined By
@restlessness/core,copyFile,source,,TaintedPath,,,,
@restlessness/core,create,id,,TaintedPath,,,,
@restlessness/core,renameService,serviceName,,TaintedPath,,,,
@restlessness/utilities,create,id,,TaintedPath,,,,
@restlessness/utilities,create,method,,TaintedPath,,,,
@restlessness/utilities,load,packageName,,TaintedPath,,,,
@rnv/sdk-android,packageAndroid,c,,CommandInjection,yes,,,unclear
@rnv/sdk-apple,packageBundleForXcode,c,,CommandInjection,yes,,,unclear
@rnv/sdk-apple,runXcodeProject,c,,CommandInjection,,,,
@rnx-kit/golang,goTask,name,"Path to the Go program file. Relative paths are resolved to the current package's ""bin"" directory.
",CommandInjection,yes,,escape shell metacharacters? (probably fine, mainly for internal use),param+func+param doc
@rnx-kit/metro-plugin-duplicates-checker,checkForDuplicatePackagesInFile,sourceMap,,TaintedPath,,,,
@robmcelhinney/qr-file-share,@robmcelhinney/qr-file-share,base_path,,ReflectedXss,yes,,,param+func
@rollup/plugin-eslint,eslint,options,,TaintedPath,,,,
@rpgjs/standalone-engine,setImmediate,callback,,CodeInjection,no,,note: `setImmediate` flows should have been filtered,param+func
@rushstack/node-core-library,createSymbolicLinkFileAsync,newLinkPath,,TaintedPath,,,,
@rushstack/node-core-library,getLinkStatisticsAsync,path,,TaintedPath,no,,,param+func
@rushstack/node-core-library,loadAndValidate,jsonFilename,,TaintedPath,,,,
@rushstack/node-core-library,loadAndValidateWithCallbackAsync,jsonFilename,,TaintedPath,,,,
@rushstack/node-core-library,move,destinationPath,,TaintedPath,,,,
@rushstack/node-core-library,readFileToBuffer,filePath,The relative or absolute path to the file whose contents should be read.,TaintedPath,,,,
@rushstack/node-core-library,readFolderAsync,folderPath,,TaintedPath,,,,
@rushstack/node-core-library,readFolderItemNamesAsync,folderPath,,TaintedPath,,,,
@rushstack/node-core-library,updateTimes,path,"The path of the file that should be modified.
",TaintedPath,no,,,param+func+param doc+func doc
@rushstack/rig-package,tryResolveConfigFilePath,configFileRelativePath,,TaintedPath,,,,
@rxts/pkgr,tryExtensions,filepath,,TaintedPath,,,,
@sakuli/core,execute,source,,CodeInjection,no,,it is in a JsScriptExecutor class,param+func
@seagull/mock-s3,S3MockFS,localFolder,,TaintedPath,,,,
@seagull/routes,error,message,,ReflectedXss,yes,,message is directly sent back to client as 500 response,
@seagull/routes,html,data,,ReflectedXss,no,,send a whole html page,param+func doc
@seagull/routes,missing,message,,ReflectedXss,yes,,`missing`=send notFound error,param+func doc
@seniorsistemas/multischemase,CustomCtor,configuration,,TaintedPath,,,,
@shd101wyy/mume,eval,source,,CodeInjection,,,,
@shd101wyy/mume,execFile,file,,CommandInjection,,,,
@shelf/aws-lambda-libreoffice,convertTo,filename,,CommandInjection,,,,
@shelf/aws-lambda-libreoffice,convertTo,format,,CommandInjection,,,,
@shelf/aws-lambda-tesseract,getTextFromImage,filePath,,CommandInjection,yes,,only vulnerable if option "shell" is true,
@shutter/core,createShutter,testsDirectoryPath,,TaintedPath,,,,
@sifrr/dev,@sifrr/dev,changelogFile,,TaintedPath,,,,
@sifrr/dev,exec,command,,CommandInjection,,,,
@sifrr/dev,releaseTag,prefix,,CommandInjection,,,,
@simplr/mvdir,move,to,,TaintedPath,no,,package name is mvdir,func+package
@sitecore-jss/sitecore-jss-dev-tools,mergeFs,rootPath,,TaintedPath,,,,
@skalenetwork/ima-artifacts,getArtifacts,deployment,,TaintedPath,,,,
@slack/bolt,buildContentResponse,body,,ReflectedXss,no,,,param+func
@slack/oauth,verifyStateParam,state,,TaintedPath,no,,"`state` is a file (the class name is ""FileStateStore"")",param+filename
@slynova/flydrive,delete,location,,TaintedPath,,,,
@slynova/flydrive,put,location,,TaintedPath,,,,
@snowpack/plugin-run-script,runScriptPlugin,watch,,CommandInjection,no,,explained in README: A watch command to run during the dev server.,param+README
@spaship/common,read,_filepath,,TaintedPath,,,,
@stencil/core,require,moduleId,,TaintedPath,no,,,
@storybook/core-common,handlebars,source,,CodeInjection,,,,
@stylable/e2e-test-kit,createTempDirectory,prefix,,TaintedPath,,,,
@supercharge/framework,payload,payload,,ReflectedXss,no,,just serve a payload,param+func
@superfaceai/one-sdk,loadCached,path,,TaintedPath,,,,
@svelte-use/shared,useIntervalFn,cb,,CodeInjection,no,,,
@svgr/cli,cli,args,,CommandInjection,yes,,"in test code, so no practical impact",
@svgr/rollup,transform,id,,TaintedPath,yes,,,
@syncano/test,runEventHandler,eventName,,TaintedPath,,,,
@syncfusion/ej2-vue-base,EJComponentDecorator,options,,CodeInjection,no,,"there is a parameter isExecute that controls whether or not this is a code-injection sink, and it's false by default",
@syncfusion/ej2-vue-base,EJcomponentFactory,options,,CodeInjection,yes,,,
@takram/planck-core,Request,url,,TaintedPath,,,,
@techmely/utils,copyDir,destDir,,TaintedPath,,,,
@theia/application-manager,canRun,command,,TaintedPath,,,,
@theia/ffmpeg,hashFile,filePath,,TaintedPath,,,,
@theopenweb/chrome-history-helper,downloadHistoryData,csvUrl,,TaintedPath,,,,
@theopenweb/chrome-history-helper,getCsv,url,,TaintedPath,,,,
@tinacms/graphql,buildSchema,rootPath,,TaintedPath,,,,
@tinacms/graphql,documentExists,fullpath,,TaintedPath,,,,
@tractor/file-structure,createDirIfMissing,directoryPath,,TaintedPath,,,,
@truffle/box,unbox,destination,,TaintedPath,,,,
@truffle/box,unbox,url,,TaintedPath,,,,
@truffle/external-compile,processTarget,cwd,,TaintedPath,no,,,param+README
@trustcerts/signature-create,signFile,filePath,,TaintedPath,,,,
@tscmono/root,findPackageJson,pwd,,TaintedPath,,,,
@tscmono/root,treeNodeToTSConfig,projectPath,,TaintedPath,no,,,param+param doc+func doc
@tunnckocore/execa,execa,file,"executable to run
",CommandInjection,no,,,param+func+param doc
@ui5-language-assistant/test-utils,readTestLibraryFile,version,,TaintedPath,,,,
@uploadx/core,get,id,,TaintedPath,yes,,unsafe path construction,
@uploadx/core,getFiles,prefix,,TaintedPath,,,,
@uploadx/core,touch,id,,TaintedPath,,,,
@upstatement/puppy,puppy,pages,,TaintedPath,,,,
@useoptic/openapi-io,parseOpenAPIFromRepoWithSourcemap,branch,,CommandInjection,,,,
@useoptic/openapi-io,parseOpenAPIFromRepoWithSourcemap,repoPath,,TaintedPath,,,,
@userdashboard/dashboard,end,doc,,TaintedPath,yes,,vague names,param+func
@vercel/build-utils,getNodeBinPath,cwd,,TaintedPath,,,,
@vercel/build-utils,scanParentDirs,destPath,,TaintedPath,,,,
@verdaccio/config,parseConfigFile,configPath,,TaintedPath,,,,
@verdaccio/middleware,final,body,,ReflectedXss,yes,,debatable: client would know this is related to HTTP response which `body` also indicates,param+func
@verdaccio/node-api,runServer,config,,TaintedPath,,,,
@vimesh/cron,execute,job,,TaintedPath,,,,
@vimesh/orm,setupOrm,migrationsDir,,TaintedPath,no,,,param+func
@vimesh/portlet,loadAssets,type,,TaintedPath,yes,,,param
@vimesh/storage,createCacheForScopedStorage,cacheDir,,TaintedPath,no,,,param+func
@vimesh/storage,createScopedStorage,prefix,,TaintedPath,,,,
@vimesh/storage,createStorage,type,,TaintedPath,,,,
@vimesh/storage,getFullLocalStat,localFilePath,,TaintedPath,,,,
@vimesh/storage,getObjectAsFile,localFilePath,,TaintedPath,no,,,param+func
@vimesh/utils,toTemplate,str,,CodeInjection,,,,
@vitjs/core,writeFile,path,,TaintedPath,no,,,param+file
@vue-devtools/shared-utils,openInEditor,file,,CodeInjection,,,,
@wdio/cli,Launcher,_configFilePath,,TaintedPath,,,,
@wdio/repl,eval,cmd,,CodeInjection,no,,,param
@webassemblyjs/dce,pre,suite,,TaintedPath,no,,,
@webassemblyjs/helper-testsuite-runner,default,filename,,CommandInjection,,,,
@webfx/root,create,path,,TaintedPath,,,,
@wexond/ui,useDebounceInput,cb,,CodeInjection,no,,,
@whitecolor/yall,watchAll,execAfter,,CommandInjection,,,,
@xen-orchestra/upload-ova,upload,args,,TaintedPath,,,,
@yarnpkg/core,fromFile,path,,TaintedPath,,,,
@yodaos/storage,removeItem,key,,TaintedPath,,,,
Agent.Tasks,downloadArchive,downloadPath,,CommandInjection,,,,
Agent.Tasks,downloadArchive,url,,CommandInjection,yes,,download url in command line (internal use mostly),param+func
Agent.Tasks,downloadArchive,url,,TaintedPath,no,,,param+func
Assembl,deanonymizationCifInUrl,url,,CodeInjection,,,,
BEManageStock,setImmediate,callback,,CodeInjection,no,,note: `setImmediate` flows should have been filtered,param+func
Blot,walk,dir,,TaintedPath,no,,,param+file
Dragon,init_pool,mysql_configuration,,TaintedPath,no,,,param+file
Dragon,normal_handler,body,,ReflectedXss,no,,,param+func
LMS.Mobile,parse,text,,CodeInjection,,,,
LightProxy,execRulesScript,script,,CodeInjection,,,,
LightProxy,execScriptSync,script,,CodeInjection,,,,
Mimic,delete,id,,TaintedPath,,,,
Mimic,main,request,,TaintedPath,,,,
Mimic,readConfig,filePath,,TaintedPath,,,,
Nodejs10.15-Add_Text_To_Pictures,main_handler,event,,TaintedPath,yes,,false positive; flow via LHS of &&,
Nodejs12.16-Add_Text_To_Picture,main_handler,event,,TaintedPath,yes,,false positive; flow via LHS of &&,
Pokemon-Showdown,debug,target,,CodeInjection,yes,,for debugging package maintainer's own code,param+func
Publii,put,input,,TaintedPath,,,,
R2,exec,0,,TaintedPath,,,,
RaspberryPi-Gateway,getGraphData,nodeId,,TaintedPath,,,,
RxJS,callTimer,func,,CodeInjection,no,,,param
StoryMapJS,setLanguage,code,,TaintedPath,,,,
TiddlySeq,buildOnlineHTML,htmlName,"HTML名称，空或者不填则默认为'index.html'
",CommandInjection,,,,
VendorManager,deserialize,value,,CodeInjection,yes,,generic names,param+func
VendorManager,parse,text,,CodeInjection,yes,,method for JSON.parse,param+func
aaa-backend-stack,listFiles,directory,,TaintedPath,,,,
abacus-eval,xevalfn,expression,,CodeInjection,no,,explained in function comment,param+func+func doc
abacuss,evaluate,expr,,CodeInjection,no,,,param+func
abacuss,setter,expr,,CodeInjection,,,,
abacuss,text,options,,TaintedPath,yes,,,param+func
abacuss,textSync,options,,TaintedPath,,,,
ability-attributes-generator,CodeGenerator,schema,,TaintedPath,no,,"arguably clear in context: ""schema"" here means ""schema file""",
abstract-value,AbstractValueGenerator,className,,CodeInjection,,,,
ac-fs,isEmptyFolder,p,,TaintedPath,no,,,param+func
ac-fs,unlink,p,,TaintedPath,,,,
ac-keijiban,ac-keijiban,language,,TaintedPath,,,,
accelerated.api,useMiddlewares,modules,,TaintedPath,,,,
accelerated.api,useModels,modules,,TaintedPath,,,,
accelerated.api,useModules,dirnameOverride,,TaintedPath,,,,
accelerated.api,useModules,type,,TaintedPath,,,,
accelerated.api,useRoutes,modules,,TaintedPath,yes,,,param+func
accessibility-insights-scan,scan,sourcePath,,TaintedPath,no,,,param+func
achart-util,requestAnimationFrame,fn,,CodeInjection,no,,,
acil-emails,acil-emails,type,,TaintedPath,yes,,,param+func
ack-sass,compileFile,outFilePath,,TaintedPath,,,,
acme-suite,requestCertificate,country,,CommandInjection,,,,
acme-suite,requestCertificate,domain,,CommandInjection,yes,,,param+func
acme-suite,requestCertificate,organization,,CommandInjection,,,,
active_record,config,settings,,TaintedPath,,,,
adapt,get,propName,,CodeInjection,yes,,,param+func
adapter-template,adapter-template,language,,TaintedPath,,,,
add-banner,add-banner,str,,TaintedPath,,,,
add-bom,add-bom,input,,TaintedPath,,,,
addjs,build,output,,TaintedPath,,,,
addjs,start,dir,,TaintedPath,,,,
adir,startDirectoryAggregation,path,"Root directory to start iterating on.
",TaintedPath,no,,,param+func+param doc
adm-zip,adm-zip,inPath,,TaintedPath,,,,
adm-zip,adm-zip,input,,TaintedPath,no,,,
adminjs,callTimer,func,,CodeInjection,no,,,param
admit-one,admit-one,adapter,,TaintedPath,,,,
adxstudio,getTemplateList,type,"Type of the template list to obtain (`adc` or `adp`)
",TaintedPath,,,,
adxutil,getTemplateList,type,"Type of the template list to obtain (`adc` or `adp`)
",TaintedPath,,,,
affiance,createContext,hookType,,TaintedPath,,,,
affiance,execSync,command,,CommandInjection,no,,,param+func
affiance,gitDir,repoDir,,TaintedPath,,,,
affiance,isTracked,path,,CommandInjection,yes,,,param+func
affiance,listFiles,paths,,CommandInjection,,,,
aio-scripts-js,compare,actual,,TaintedPath,no,,method in a class ToExistAsFile,
aio-scripts-js,getFile,file,,CommandInjection,yes,,not in dataset csv,
aio-scripts-js,writeFile,filePath,,CommandInjection,yes,,not in dataset csv,
aion-web3,deploy,jar,"path to jar file
",TaintedPath,,,,
ajs,_load,filename,"The path to the file.
",TaintedPath,,,,
alchemyapi_node,category,callback,,TaintedPath,,,,
alchemyapi_node,combined,callback,,TaintedPath,,,,
alchemyapi_node,entities,callback,,TaintedPath,yes,,not sure why it flows into TaintedPath,param+func
alchemyapi_node,feeds,callback,,TaintedPath,,,,
alchemyapi_node,image,callback,,TaintedPath,,,,
alchemyapi_node,image_keywords,callback,,TaintedPath,,,,
alchemyapi_node,image_keywords,data,,TaintedPath,,,,
alchemyapi_node,keywords,callback,,TaintedPath,,,,
alchemyapi_node,language,callback,,TaintedPath,,,,
alchemyapi_node,microformats,callback,,TaintedPath,,,,
alchemyapi_node,relations,callback,,TaintedPath,,,,
alchemyapi_node,sentiment,callback,,TaintedPath,,,,
alchemyapi_node,sentiment_targeted,callback,,TaintedPath,,,,
alfred-workflow-nodejs,get,key,"variable name
",CommandInjection,yes,,unsafe shell-command construction: internal use only ("Alfred is an award-winning app for macOS which boosts your efficiency with hotkeys, keywords, text expansion and more"),
alfred-workflow-nodejs,remove,key,"variable name
",CommandInjection,yes,,unsafe shell-command construction,
alfred-workflow-nodejs,set,key,"variable name
",CommandInjection,yes,,unsafe shell-command construction,
alfred-workflow-nodejs,set,value,"variable value
",CommandInjection,yes,,unsafe shell-command construction,
alhadis.utils,parsePrimitive,input,,CodeInjection,yes,,not exploitable due to sophisticated sanitisation,
alleup,imAction,action,,CodeInjection,,,,
alleup,imAction,prefix,,TaintedPath,,,,
allto-json,xml_json_file,file,,TaintedPath,no,,,param+func
alpha-mask,mergeMaskByFile,img,,TaintedPath,,,,
alpha-mask,mergeMaskByFile,mask,,TaintedPath,yes,,no doc to explain what it is,param
amae-koromo,processRecordDataForGameId,uuid,,TaintedPath,,,,
amagaki-project,writeFileAsync,podPath,,TaintedPath,,,,
ambc,output,o,,TaintedPath,,,,
amd-resolve,sync,id,,TaintedPath,,,,
amp-by-example,amp-by-example,contents,,CodeInjection,,,,
amplify-cli,add,providerName,,TaintedPath,,,,
amplify-cli,initializeAmplifyConfiguration,destDir,,TaintedPath,,,,
amplify-cli-core,buildOverrideDir,cwd,,CommandInjection,,,,
amplify-codegen,addNodeJSDependencies,dependencies,,CommandInjection,,,,
amplify-codegen,createNewProjectDir,prefix,,TaintedPath,,,,
amplify-codegen,getFunctionSrc,name,,TaintedPath,,,,
amplify-codegen,overrideFunctionCode,name,,TaintedPath,,,,
amplify-codegen,overrideFunctionSrc,root,,TaintedPath,,,,
amplify-codegen,updateConfig,projectName,,TaintedPath,,,,
amplify-codegen-e2e-core,createNewProjectDir,prefix,,TaintedPath,,,,
amplify-codegen-e2e-core,readJsonFile,jsonFilePath,,TaintedPath,,,,
amplify-codegen-e2e-core,updateSchema,projectDir,,TaintedPath,,,,
amplify-e2e-core,addNodeDependencies,dependencies,,CommandInjection,,,,
amplify-e2e-core,createNewProjectDir,prefix,,TaintedPath,,,,
ancesdir,ancesdir,marker,,TaintedPath,no,,package is for finding ancestor dir,func+README
and-cli,add,pathspecs,,CommandInjection,,,,
and-cli,clone,prefix,Prefix for destination folder '{FOLDER_PREFIX}.{REPOSITORY_NAME}',CommandInjection,,,,
and-cli,clone,url,"Absolute HTTPS or SSH repository URL
",CommandInjection,,,,
and-cli,commit,message,,CommandInjection,,,,
and-cli,isCloned,prefix,optional prefix,TaintedPath,,,,
and-cli,isCloned,repoName,"short name of repository
",TaintedPath,,,,
and-cli,login,clientId,"Client ID for the service principal
",CommandInjection,,,,
and-cli,login,secret,Azure account password,CommandInjection,yes,,cli login to azure (lib for software dev),param+func+param doc
and-cli,login,secret,Secret for the service principal,CommandInjection,yes,,cli login to azure,param+func+param doc
and-cli,login,username,"Azure account username
",CommandInjection,,,,
and-cli,openWebBrowser,url,absolute url,CommandInjection,,,,
andculturecode-javascript-core,template,string,"The template string.
",CodeInjection,no,,explained in docstring,func+func doc
android,isInstalled,pattern,,CommandInjection,,,,
android,push,from,,CommandInjection,,,,
angular-animate,setImmediate,callback,,CodeInjection,,,,
angular-app-server,parseJSON,data,,CodeInjection,,,,
angular-elastic,setImmediate,callback,,CodeInjection,,,,
angular-moment,setImmediate,callback,,CodeInjection,,,,
angular-sanitize,setImmediate,callback,,CodeInjection,,,,
angular-smart-table,setImmediate,callback,,CodeInjection,,,,
anichart,loadCSV,default,,TaintedPath,,,,
annotations,getSync,filename,,TaintedPath,,,,
antd,buildThemeFile,theme,,TaintedPath,no,,,
antd,requestAnimationFrame,callback,,CodeInjection,no,,,
antlr4-graps,loadGrammar,fileName,,TaintedPath,no,,,param+func
any2api-util,extract,dir,,TaintedPath,,,,
anyproxy,getDecodedBody,id,,TaintedPath,,,,
anytojson,csv,path,,TaintedPath,,,,
apexcharts,setImmediate,callback,,CodeInjection,,,,
apibmerge,merge,list,,TaintedPath,,,,
apis,send,path,,TaintedPath,,,,
apis,tryRequire,id,,TaintedPath,no,,,func
app,app,params,,TaintedPath,,,,
app,app,path,,TaintedPath,,,,
app,parse,text,,CodeInjection,yes,,(AnitaTsai/WeGossip) json parse,param+func
app.json,App,raw,,TaintedPath,,,,
app4pc,deserialize,value,,CodeInjection,,,,
app4pc,parse,text,,CodeInjection,yes,,method for JSON.parse,param+func
app_modules,init,modulesDirectory,,TaintedPath,,,,
app_modules,init,projectRoot,,TaintedPath,,,,
appc-logger,createExpressLogger,options,,TaintedPath,,,,
appc-logger,createHttpLogger,logs,,TaintedPath,,,,
appc-logger,createHttpLogger,options,"options: {name:'server/app name', level:'debug', afterEvent:'afterEvent', logSingleRequest:false, adiLogging: false, adiPathFilter: []}
",TaintedPath,,,,
